,auto_kurtosis_20_processed,auto_kurtosis_20_1_processed,hist_vol_60_processed,auto_volatility_20_processed,auto_volatility_20_1_processed,hist_vol_20_processed,auto_volatility_60_processed,auto_volatility_60_1_processed,auto_std_60_1_processed,auto_std_60_processed,auto_amount_ma_30_processed,auto_amount_ma_30_1_processed,auto_open_ratio_60_processed,auto_open_ratio_60_1_processed,auto_open_log_return_60_processed,auto_open_log_return_60_1_processed,auto_quantile_0.75_30_processed,auto_quantile_0.75_30_1_processed,auto_high_ratio_60_processed,auto_high_ratio_60_1_processed,auto_quantile_0.25_60_processed,auto_quantile_0.25_60_1_processed,auto_quantile_0.75_60_processed,auto_quantile_0.75_60_1_processed,auto_quantile_0.9_30_1_processed,auto_quantile_0.9_30_processed,auto_quantile_0.1_20_1_processed,auto_quantile_0.1_20_processed,auto_amount_ma_60_processed,auto_amount_ma_60_1_processed,auto_skew_30_1_processed,auto_skew_30_processed,auto_low_ratio_60_1_processed,auto_low_ratio_60_processed,auto_close_ratio_60_1_processed,auto_close_ratio_60_processed,auto_low_log_return_60_processed,auto_low_log_return_60_1_processed,auto_quantile_0.25_20_processed,auto_quantile_0.25_20_1_processed,auto_quantile_0.1_60_processed,auto_quantile_0.1_60_1_processed,auto_quantile_0.9_10_1_processed,auto_quantile_0.9_10_processed,auto_ma_60_processed,auto_ma_60_1_processed,auto_quantile_0.75_20_1_processed,auto_quantile_0.75_20_processed,auto_high_log_return_60_processed,auto_high_log_return_60_1_processed
auto_quantile_0.75_30_1_processed,0.049334290007561774,0.049334290007561774,0.18552356227315667,0.12538932946462147,0.12538932946462147,0.11896914357067828,0.16976268952734708,0.16976268952734708,0.7833491225846737,0.7833491225846737,0.13585428579735545,0.13585428579735545,0.045707578972351115,0.045707578972351115,0.04235721241690202,0.04235721241690202,1.0,1.0,0.038471325152225164,0.038471325152225164,0.8799911587748064,0.8799911587748064,0.8888520931039807,0.8888520931039807,0.9988026213004618,0.9988026213004618,0.9585532919287927,0.9585532919287927,0.0757407107440157,0.0757407107440157,0.0644011642652004,0.0644011642652004,0.04567206610585815,0.04567206610585815,0.03791107829389568,0.03791107829389568,0.041517804075176766,0.041517804075176766,0.9605085707301566,0.9605085707301566,0.8760022488800978,0.8760022488800978,0.9246026461980918,0.9246026461980918,0.88717554645363,0.88717554645363,0.963245072532115,0.963245072532115,0.035264925671576776,0.035264925671576776
auto_high_ratio_60_processed,0.09083150136974588,0.09083150136974588,0.21265389626415757,0.23991788463629396,0.23991788463629396,0.214957111208105,0.386731140177396,0.386731140177396,0.16102458624474728,0.16102458624474728,0.10376144694574443,0.10376144694574443,0.9925335272808147,0.9925335272808147,0.9824821213033396,0.9824821213033396,0.038471325152225164,0.038471325152225164,1.0,1.0,-0.0162558441967318,-0.0162558441967318,0.02266487338342424,0.02266487338342424,0.04654398333562723,0.04654398333562723,0.029968910497834487,0.029968910497834487,0.05720531553809734,0.05720531553809734,0.20418566750457523,0.20418566750457523,0.9914639932268219,0.9914639932268219,0.9938986857354547,0.9938986857354547,0.9815067824018349,0.9815067824018349,0.03295505603078305,0.03295505603078305,-0.03259949932098738,-0.03259949932098738,0.04786213073464468,0.04786213073464468,0.005912948061067843,0.005912948061067843,0.041995845198346836,0.041995845198346836,0.9904294364702384,0.9904294364702384
auto_high_ratio_60_1_processed,0.09083150136974588,0.09083150136974588,0.21265389626415757,0.23991788463629396,0.23991788463629396,0.214957111208105,0.386731140177396,0.386731140177396,0.16102458624474728,0.16102458624474728,0.10376144694574443,0.10376144694574443,0.9925335272808147,0.9925335272808147,0.9824821213033396,0.9824821213033396,0.038471325152225164,0.038471325152225164,1.0,1.0,-0.0162558441967318,-0.0162558441967318,0.02266487338342424,0.02266487338342424,0.04654398333562723,0.04654398333562723,0.029968910497834487,0.029968910497834487,0.05720531553809734,0.05720531553809734,0.20418566750457523,0.20418566750457523,0.9914639932268219,0.9914639932268219,0.9938986857354547,0.9938986857354547,0.9815067824018349,0.9815067824018349,0.03295505603078305,0.03295505603078305,-0.03259949932098738,-0.03259949932098738,0.04786213073464468,0.04786213073464468,0.005912948061067843,0.005912948061067843,0.041995845198346836,0.041995845198346836,0.9904294364702384,0.9904294364702384
auto_quantile_0.25_60_processed,0.04876526221663814,0.04876526221663814,0.14043262618105007,0.07663273169318774,0.07663273169318774,0.07079363475664838,0.12333904994900241,0.12333904994900241,0.8161427568657075,0.8161427568657075,0.09961061647946443,0.09961061647946443,-0.009880902942603001,-0.009880902942603001,-0.009454901812981403,-0.009454901812981403,0.8799911587748064,0.8799911587748064,-0.0162558441967318,-0.0162558441967318,1.0,1.0,0.9902729191901349,0.9902729191901349,0.8774609150602772,0.8774609150602772,0.8450406745509188,0.8450406745509188,0.1695567057752019,0.1695567057752019,0.04063149754643383,0.04063149754643383,-0.008941656341498697,-0.008941656341498697,-0.017716841177575725,-0.017716841177575725,-0.010446462895364434,-0.010446462895364434,0.8449701194141036,0.8449701194141036,0.9969637759371689,0.9969637759371689,0.8053489469108681,0.8053489469108681,0.9966044432540473,0.9966044432540473,0.843217485854498,0.843217485854498,-0.015788363788894703,-0.015788363788894703
auto_quantile_0.25_60_1_processed,0.04876526221663814,0.04876526221663814,0.14043262618105007,0.07663273169318774,0.07663273169318774,0.07079363475664838,0.12333904994900241,0.12333904994900241,0.8161427568657075,0.8161427568657075,0.09961061647946443,0.09961061647946443,-0.009880902942603001,-0.009880902942603001,-0.009454901812981403,-0.009454901812981403,0.8799911587748064,0.8799911587748064,-0.0162558441967318,-0.0162558441967318,1.0,1.0,0.9902729191901349,0.9902729191901349,0.8774609150602772,0.8774609150602772,0.8450406745509188,0.8450406745509188,0.1695567057752019,0.1695567057752019,0.04063149754643383,0.04063149754643383,-0.008941656341498697,-0.008941656341498697,-0.017716841177575725,-0.017716841177575725,-0.010446462895364434,-0.010446462895364434,0.8449701194141036,0.8449701194141036,0.9969637759371689,0.9969637759371689,0.8053489469108681,0.8053489469108681,0.9966044432540473,0.9966044432540473,0.843217485854498,0.843217485854498,-0.015788363788894703,-0.015788363788894703
auto_quantile_0.75_60_processed,0.05248059725307453,0.05248059725307453,0.1659152596892128,0.1039861987627875,0.1039861987627875,0.09893338538034437,0.17963088596192653,0.17963088596192653,0.8723726837022571,0.8723726837022571,0.11472729667191689,0.11472729667191689,0.029018338021364738,0.029018338021364738,0.023774060437544868,0.023774060437544868,0.8888520931039807,0.8888520931039807,0.02266487338342424,0.02266487338342424,0.9902729191901349,0.9902729191901349,1.0,1.0,0.8878904106968192,0.8878904106968192,0.8514775856017338,0.8514775856017338,0.180431476800006,0.180431476800006,0.05258693073044559,0.05258693073044559,0.029978878707396513,0.029978878707396513,0.020919556242688687,0.020919556242688687,0.022694139687357565,0.022694139687357565,0.8522585128533087,0.8522585128533087,0.985665653972914,0.985665653972914,0.8134090714770041,0.8134090714770041,0.9978313752129485,0.9978313752129485,0.8514037183908083,0.8514037183908083,0.017619778870317432,0.017619778870317432
auto_quantile_0.75_60_1_processed,0.05248059725307453,0.05248059725307453,0.1659152596892128,0.1039861987627875,0.1039861987627875,0.09893338538034437,0.17963088596192653,0.17963088596192653,0.8723726837022571,0.8723726837022571,0.11472729667191689,0.11472729667191689,0.029018338021364738,0.029018338021364738,0.023774060437544868,0.023774060437544868,0.8888520931039807,0.8888520931039807,0.02266487338342424,0.02266487338342424,0.9902729191901349,0.9902729191901349,1.0,1.0,0.8878904106968192,0.8878904106968192,0.8514775856017338,0.8514775856017338,0.180431476800006,0.180431476800006,0.05258693073044559,0.05258693073044559,0.029978878707396513,0.029978878707396513,0.020919556242688687,0.020919556242688687,0.022694139687357565,0.022694139687357565,0.8522585128533087,0.8522585128533087,0.985665653972914,0.985665653972914,0.8134090714770041,0.8134090714770041,0.9978313752129485,0.9978313752129485,0.8514037183908083,0.8514037183908083,0.017619778870317432,0.017619778870317432
auto_quantile_0.9_30_1_processed,0.057158106215701644,0.057158106215701644,0.19179070949907745,0.13998464965846924,0.13998464965846924,0.12942435475435835,0.18056492605696547,0.18056492605696547,0.7899458972131964,0.7899458972131964,0.13723129246028515,0.13723129246028515,0.05364135811715838,0.05364135811715838,0.0496488925311266,0.0496488925311266,0.9988026213004618,0.9988026213004618,0.04654398333562723,0.04654398333562723,0.8774609150602772,0.8774609150602772,0.8878904106968192,0.8878904106968192,1.0,1.0,0.9562088060591951,0.9562088060591951,0.07534494652495283,0.07534494652495283,0.07124659038532782,0.07124659038532782,0.05358102659671494,0.05358102659671494,0.04577640623274211,0.04577640623274211,0.048698903042699616,0.048698903042699616,0.9583291541146898,0.9583291541146898,0.8733122826786874,0.8733122826786874,0.9251061896790874,0.9251061896790874,0.885751989657016,0.885751989657016,0.9626740091575329,0.9626740091575329,0.042798855515179916,0.042798855515179916
auto_quantile_0.9_30_processed,0.057158106215701644,0.057158106215701644,0.19179070949907745,0.13998464965846924,0.13998464965846924,0.12942435475435835,0.18056492605696547,0.18056492605696547,0.7899458972131964,0.7899458972131964,0.13723129246028515,0.13723129246028515,0.05364135811715838,0.05364135811715838,0.0496488925311266,0.0496488925311266,0.9988026213004618,0.9988026213004618,0.04654398333562723,0.04654398333562723,0.8774609150602772,0.8774609150602772,0.8878904106968192,0.8878904106968192,1.0,1.0,0.9562088060591951,0.9562088060591951,0.07534494652495283,0.07534494652495283,0.07124659038532782,0.07124659038532782,0.05358102659671494,0.05358102659671494,0.04577640623274211,0.04577640623274211,0.048698903042699616,0.048698903042699616,0.9583291541146898,0.9583291541146898,0.8733122826786874,0.8733122826786874,0.9251061896790874,0.9251061896790874,0.885751989657016,0.885751989657016,0.9626740091575329,0.9626740091575329,0.042798855515179916,0.042798855515179916
auto_quantile_0.1_20_1_processed,0.021716812743454494,0.021716812743454494,0.16041008174727636,0.07343197961868866,0.07343197961868866,0.07815281092802237,0.13799452761773504,0.13799452761773504,0.7400864362079675,0.7400864362079675,0.09986758661579431,0.09986758661579431,0.03739979165047931,0.03739979165047931,0.03533262835668963,0.03533262835668963,0.9585532919287927,0.9585532919287927,0.029968910497834487,0.029968910497834487,0.8450406745509188,0.8450406745509188,0.8514775856017338,0.8514775856017338,0.9562088060591951,0.9562088060591951,1.0,1.0,0.04411185776841632,0.04411185776841632,0.0593157654812761,0.0593157654812761,0.03708071737408595,0.03708071737408595,0.030581910600072655,0.030581910600072655,0.03468180519657148,0.03468180519657148,0.9989959816075158,0.9989959816075158,0.8431982642924192,0.8431982642924192,0.95667106474534,0.95667106474534,0.8507051973295052,0.8507051973295052,0.9940076546901153,0.9940076546901153,0.027946514374377066,0.027946514374377066
